input_text,input_tokens,generated_continuation_text,generated_continuation_tokens,true_continuation_text,true_continuation_tokens,matching_tokens,perfect_match
" you, won’t you join the dance?”


“Thank you, it’s a very interesting dance to watch,” said Alice,
feeling very glad that it was over at last: “and I do so like that
curious song about the","[499, 11, 2834, 1431, 499, 5249, 279, 15612, 12671, 1432, 2118, 13359, 499, 11, 433, 753, 264, 1633, 7185, 15612, 311, 3821, 2476, 1071, 30505, 345, 1897, 20659, 1633, 16089, 430, 433, 574, 927, 520, 1566, 25, 1054, 438, 358, 656, 779, 1093, 430, 198, 2407, 1245, 5609, 922, 279]"," whiting!”


“Would you like to see the Whiting dance?” the Mock Turtle asked
her, turning his large eyes very solemnly in her direction, and making
a low bow.

“It would be so nice if it had whiting","[421, 5977, 18319, 1432, 2118, 29089, 499, 1093, 311, 1518, 279, 1254, 5977, 15612, 12671, 279, 14905, 67906, 4691, 198, 1964, 11, 13353, 813, 3544, 6548, 1633, 64702, 398, 304, 1077, 5216, 11, 323, 3339, 198, 64, 3428, 15631, 382, 17818, 1053, 387, 779, 6555, 422, 433, 1047, 421, 5977]"," whiting!”

“Oh, as to the whiting,” said the Mock Turtle, “they—you’ve seen them,
of course?”

“Yes,” said Alice, “I’ve often seen them at dinn—” she checked herself
hastily.

","[421, 5977, 25758, 87990, 11, 439, 311, 279, 421, 5977, 2476, 1071, 279, 14905, 67906, 11, 1054, 20670, 71480, 4070, 3970, 1124, 345, 1073, 3388, 16616, 86508, 2476, 1071, 30505, 11, 1054, 40, 4070, 3629, 3970, 1124, 520, 294, 6258, 2345, 863, 1364, 10273, 11937, 198, 71, 561, 1570, 382]",2,False
" whiting!”

“Oh, as to the whiting,” said the Mock Turtle, “they—you’ve seen them,
of course?”

“Yes,” said Alice, “I’ve often seen them at dinn—” she checked herself
hastily.

","[421, 5977, 25758, 87990, 11, 439, 311, 279, 421, 5977, 2476, 1071, 279, 14905, 67906, 11, 1054, 20670, 71480, 4070, 3970, 1124, 345, 1073, 3388, 16616, 86508, 2476, 1071, 30505, 11, 1054, 40, 4070, 3629, 3970, 1124, 520, 294, 6258, 2345, 863, 1364, 10273, 11937, 198, 71, 561, 1570, 382]","“That’s the same thing,” said the Mock Turtle.

“Of course it is,” said Alice.

“Consider your verdict,” the King said to the jury.

“He must have been an excellent man,” said Alice boastfully. “And
so’s","[49977, 753, 279, 1890, 3245, 2476, 1071, 279, 14905, 67906, 382, 2118, 2173, 3388, 433, 374, 2476, 1071, 30505, 382, 2118, 38275, 701, 36543, 2476, 279, 6342, 1071, 311, 279, 21928, 382, 40565, 2011, 617, 1027, 459, 9250, 893, 2476, 1071, 30505, 59227, 3725, 13, 1054, 3112, 198, 708, 753]","“I don’t know where Dinn may be,” said the Mock Turtle, “but if you’ve
seen them so often, of course you know what they’re like.”

“I believe so,” Alice replied thoughtfully. “They have their tails in","[10378, 1541, 1431, 1440, 1405, 423, 6258, 1253, 387, 2476, 1071, 279, 14905, 67906, 11, 1054, 8248, 422, 499, 4070, 198, 29412, 1124, 779, 3629, 11, 315, 3388, 499, 1440, 1148, 814, 3207, 1093, 2950, 10378, 4510, 779, 2476, 30505, 20592, 3463, 3725, 13, 1054, 7009, 617, 872, 64614, 304]",0,False
"“I don’t know where Dinn may be,” said the Mock Turtle, “but if you’ve
seen them so often, of course you know what they’re like.”

“I believe so,” Alice replied thoughtfully. “They have their tails in","[10378, 1541, 1431, 1440, 1405, 423, 6258, 1253, 387, 2476, 1071, 279, 14905, 67906, 11, 1054, 8248, 422, 499, 4070, 198, 29412, 1124, 779, 3629, 11, 315, 3388, 499, 1440, 1148, 814, 3207, 1093, 2950, 10378, 4510, 779, 2476, 30505, 20592, 3463, 3725, 13, 1054, 7009, 617, 872, 64614, 304]","
their mouths—and they’re all over each other, you know.”

“They have got their tails fast in their mouths,” said the Mock Turtle,
“they cannot get them at all alone, no.”

“Can’t they?” said Alice impatiently.","[198, 50828, 65609, 17223, 814, 3207, 682, 927, 1855, 1023, 11, 499, 1440, 2950, 46690, 617, 2751, 872, 64614, 5043, 304, 872, 65609, 2476, 1071, 279, 14905, 67906, 345, 2118, 20670, 4250, 636, 1124, 520, 682, 7636, 11, 912, 2950, 2118, 6854, 1431, 814, 12671, 1071, 30505, 74797, 398, 13]","
their mouths—and they’re all over crumbs.”

“You’re wrong about the crumbs,” said the Mock Turtle: “crumbs would
all wash off in the sea. But they _have_ their tails in their mouths;
and the reason is—","[198, 50828, 65609, 17223, 814, 3207, 682, 927, 97677, 2950, 33672, 3207, 5076, 922, 279, 97677, 2476, 1071, 279, 14905, 67906, 25, 1054, 5192, 16152, 1053, 198, 543, 11623, 1022, 304, 279, 9581, 13, 2030, 814, 721, 19553, 62, 872, 64614, 304, 872, 65609, 280, 438, 279, 2944, 374, 2345]",8,False
"
their mouths—and they’re all over crumbs.”

“You’re wrong about the crumbs,” said the Mock Turtle: “crumbs would
all wash off in the sea. But they _have_ their tails in their mouths;
and the reason is—","[198, 50828, 65609, 17223, 814, 3207, 682, 927, 97677, 2950, 33672, 3207, 5076, 922, 279, 97677, 2476, 1071, 279, 14905, 67906, 25, 1054, 5192, 16152, 1053, 198, 543, 11623, 1022, 304, 279, 9581, 13, 2030, 814, 721, 19553, 62, 872, 64614, 304, 872, 65609, 280, 438, 279, 2944, 374, 2345]","” here the Mock Turtle yawned deeply and
shrugged his shoulders—“because they _do_.”

“I should like to have heard the reason, too,” said the Dormouse.

“That’s enough about crumbs,” said the Mock Turtle.

","[863, 1618, 279, 14905, 67906, 379, 6513, 291, 17693, 323, 198, 67139, 20752, 813, 28004, 2345, 2118, 28753, 814, 721, 3055, 62, 2950, 10378, 1288, 1093, 311, 617, 6755, 279, 2944, 11, 2288, 2476, 1071, 279, 98632, 1559, 382, 49977, 753, 3403, 922, 97677, 2476, 1071, 279, 14905, 67906, 382]","” here the Mock Turtle yawned and shut his
eyes.—“Tell her about the reason and all that,” he said to the Gryphon.

“The reason is,” said the Gryphon, “that they _would_ go with the
","[863, 1618, 279, 14905, 67906, 379, 6513, 291, 323, 9495, 813, 198, 58331, 35192, 2118, 41551, 1077, 922, 279, 2944, 323, 682, 430, 2476, 568, 1071, 311, 279, 99548, 52801, 382, 14305, 2944, 374, 2476, 1071, 279, 99548, 52801, 11, 1054, 9210, 814, 721, 41450, 62, 733, 449, 279, 198]",9,False
"” here the Mock Turtle yawned and shut his
eyes.—“Tell her about the reason and all that,” he said to the Gryphon.

“The reason is,” said the Gryphon, “that they _would_ go with the
","[863, 1618, 279, 14905, 67906, 379, 6513, 291, 323, 9495, 813, 198, 58331, 35192, 2118, 41551, 1077, 922, 279, 2944, 323, 682, 430, 2476, 568, 1071, 311, 279, 99548, 52801, 382, 14305, 2944, 374, 2476, 1071, 279, 99548, 52801, 11, 1054, 9210, 814, 721, 41450, 62, 733, 449, 279, 198]","Dormouse—and the Dormouse _goes_ Alice down the rabbit-hole—never think
I do!” he added in an offended tone. “So, now you see what a nice
manner of expression!” he said to the Dorm","[35, 494, 1559, 17223, 279, 98632, 1559, 721, 3427, 288, 62, 30505, 1523, 279, 39824, 87693, 2345, 37593, 1781, 198, 40, 656, 18319, 568, 3779, 304, 459, 54221, 16630, 13, 1054, 4516, 11, 1457, 499, 1518, 1148, 264, 6555, 198, 76, 4992, 315, 7645, 18319, 568, 1071, 311, 279, 98632]","lobsters to the dance. So they got thrown out to sea. So they had to
fall a long way. So they got their tails fast in their mouths. So they
couldn’t get them out again. That’s all.”

“Thank","[1718, 12855, 311, 279, 15612, 13, 2100, 814, 2751, 15338, 704, 311, 9581, 13, 2100, 814, 1047, 311, 198, 13772, 264, 1317, 1648, 13, 2100, 814, 2751, 872, 64614, 5043, 304, 872, 65609, 13, 2100, 814, 198, 92062, 1431, 636, 1124, 704, 1578, 13, 3011, 753, 682, 2950, 2118, 13359]",0,False
"lobsters to the dance. So they got thrown out to sea. So they had to
fall a long way. So they got their tails fast in their mouths. So they
couldn’t get them out again. That’s all.”

“Thank","[1718, 12855, 311, 279, 15612, 13, 2100, 814, 2751, 15338, 704, 311, 9581, 13, 2100, 814, 1047, 311, 198, 13772, 264, 1317, 1648, 13, 2100, 814, 2751, 872, 64614, 5043, 304, 872, 65609, 13, 2100, 814, 198, 92062, 1431, 636, 1124, 704, 1578, 13, 3011, 753, 682, 2950, 2118, 13359]"," you,” said the Lobsters, and they walked home in a very bad temper.

“Why did you say that, dear?” said the Lobster Mother, when they got home.
“You know it’s not true. We have got our tails in","[499, 2476, 1071, 279, 68617, 12855, 11, 323, 814, 15203, 2162, 304, 264, 1633, 3958, 6940, 382, 2118, 10445, 1550, 499, 2019, 430, 11, 25237, 12671, 1071, 279, 68617, 3751, 21720, 11, 994, 814, 2751, 2162, 627, 33672, 1440, 433, 753, 539, 837, 13, 1226, 617, 2751, 1057, 64614, 304]"," you,” said Alice, “it’s very interesting. I never knew so much
about a whiting before.”

“I can tell you more than that, if you like,” said the Gryphon. “Do you
know why it’s called a","[499, 2476, 1071, 30505, 11, 1054, 275, 753, 1633, 7185, 13, 358, 2646, 7020, 779, 1790, 198, 9274, 264, 421, 5977, 1603, 2950, 10378, 649, 3371, 499, 810, 1109, 430, 11, 422, 499, 1093, 2476, 1071, 279, 99548, 52801, 13, 1054, 5519, 499, 198, 33134, 3249, 433, 753, 2663, 264]",3,False
" you,” said Alice, “it’s very interesting. I never knew so much
about a whiting before.”

“I can tell you more than that, if you like,” said the Gryphon. “Do you
know why it’s called a","[499, 2476, 1071, 30505, 11, 1054, 275, 753, 1633, 7185, 13, 358, 2646, 7020, 779, 1790, 198, 9274, 264, 421, 5977, 1603, 2950, 10378, 649, 3371, 499, 810, 1109, 430, 11, 422, 499, 1093, 2476, 1071, 279, 99548, 52801, 13, 1054, 5519, 499, 198, 33134, 3249, 433, 753, 2663, 264]"," whiting?”

“I never thought about it,” said Alice. “Why?”

“It does the boots and shoes,” the Gryphon replied very solemnly.

Alice was thoroughly puzzled. “Does the boots and shoes!” she repeated
in a thoughtful tone.","[421, 5977, 16616, 10378, 2646, 3463, 922, 433, 2476, 1071, 30505, 13, 1054, 10445, 16616, 17818, 1587, 279, 26302, 323, 15653, 2476, 279, 99548, 52801, 20592, 1633, 64702, 398, 382, 62786, 574, 27461, 87420, 13, 1054, 22186, 279, 26302, 323, 15653, 18319, 1364, 11763, 198, 258, 264, 43766, 16630, 13]"," whiting?”

“I never thought about it,” said Alice. “Why?”

“_It does the boots and shoes_,” the Gryphon replied very solemnly.

Alice was thoroughly puzzled. “Does the boots and shoes!” she repeated
in a","[421, 5977, 16616, 10378, 2646, 3463, 922, 433, 2476, 1071, 30505, 13, 1054, 10445, 16616, 2118, 62, 2181, 1587, 279, 26302, 323, 15653, 62, 2476, 279, 99548, 52801, 20592, 1633, 64702, 398, 382, 62786, 574, 27461, 87420, 13, 1054, 22186, 279, 26302, 323, 15653, 18319, 1364, 11763, 198, 258, 264]",15,False
" whiting?”

“I never thought about it,” said Alice. “Why?”

“_It does the boots and shoes_,” the Gryphon replied very solemnly.

Alice was thoroughly puzzled. “Does the boots and shoes!” she repeated
in a","[421, 5977, 16616, 10378, 2646, 3463, 922, 433, 2476, 1071, 30505, 13, 1054, 10445, 16616, 2118, 62, 2181, 1587, 279, 26302, 323, 15653, 62, 2476, 279, 99548, 52801, 20592, 1633, 64702, 398, 382, 62786, 574, 27461, 87420, 13, 1054, 22186, 279, 26302, 323, 15653, 18319, 1364, 11763, 198, 258, 264]"," thoughtful tone. “Well, they have got no wounds, though. _I shouldn’t
like to be a shoe!_” she went on in a tone of deep thought.

“I will tell you how I came to my second piece of advice","[43766, 16630, 13, 1054, 11649, 11, 814, 617, 2751, 912, 34254, 11, 3582, 13, 721, 40, 13434, 1431, 198, 4908, 311, 387, 264, 30077, 0, 62, 863, 1364, 4024, 389, 304, 264, 16630, 315, 5655, 3463, 382, 10378, 690, 3371, 499, 1268, 358, 3782, 311, 856, 2132, 6710, 315, 9650]"," wondering tone.

“Why, what are _your_ shoes done with?” said the Gryphon. “I mean, what
makes them so shiny?”

Alice looked down at them, and considered a little before she gave her
answer. “They","[20910, 16630, 382, 2118, 10445, 11, 1148, 527, 721, 22479, 62, 15653, 2884, 449, 12671, 1071, 279, 99548, 52801, 13, 1054, 40, 3152, 11, 1148, 198, 80785, 1124, 779, 42299, 16616, 62786, 7111, 1523, 520, 1124, 11, 323, 6646, 264, 2697, 1603, 1364, 6688, 1077, 198, 9399, 13, 1054, 7009]",2,False
" wondering tone.

“Why, what are _your_ shoes done with?” said the Gryphon. “I mean, what
makes them so shiny?”

Alice looked down at them, and considered a little before she gave her
answer. “They","[20910, 16630, 382, 2118, 10445, 11, 1148, 527, 721, 22479, 62, 15653, 2884, 449, 12671, 1071, 279, 99548, 52801, 13, 1054, 40, 3152, 11, 1148, 198, 80785, 1124, 779, 42299, 16616, 62786, 7111, 1523, 520, 1124, 11, 323, 6646, 264, 2697, 1603, 1364, 6688, 1077, 198, 9399, 13, 1054, 7009]","’re done with blacking, I believe.”

“Boots and shoes under the table! Let me see them, I entreat!”

“I’m afraid not, said Alice, looking down through a glass at the ground
below her; “I think","[3207, 2884, 449, 3776, 287, 11, 358, 4510, 2950, 2118, 1255, 2469, 323, 15653, 1234, 279, 2007, 0, 6914, 757, 1518, 1124, 11, 358, 1218, 1244, 25758, 10378, 4344, 16984, 539, 11, 1071, 30505, 11, 3411, 1523, 1555, 264, 9168, 520, 279, 5015, 198, 54277, 1077, 26, 1054, 40, 1781]","’re done with blacking, I believe.”

“Boots and shoes under the sea,” the Gryphon went on in a deep voice,
“are done with a whiting. Now you know.”

“And what are they made of?” Alice asked in","[3207, 2884, 449, 3776, 287, 11, 358, 4510, 2950, 2118, 1255, 2469, 323, 15653, 1234, 279, 9581, 2476, 279, 99548, 52801, 4024, 389, 304, 264, 5655, 7899, 345, 2118, 548, 2884, 449, 264, 421, 5977, 13, 4800, 499, 1440, 2950, 68932, 1148, 527, 814, 1903, 315, 12671, 30505, 4691, 304]",16,False
"’re done with blacking, I believe.”

“Boots and shoes under the sea,” the Gryphon went on in a deep voice,
“are done with a whiting. Now you know.”

“And what are they made of?” Alice asked in","[3207, 2884, 449, 3776, 287, 11, 358, 4510, 2950, 2118, 1255, 2469, 323, 15653, 1234, 279, 9581, 2476, 279, 99548, 52801, 4024, 389, 304, 264, 5655, 7899, 345, 2118, 548, 2884, 449, 264, 421, 5977, 13, 4800, 499, 1440, 2950, 68932, 1148, 527, 814, 1903, 315, 12671, 30505, 4691, 304]"," a tone of great disappointment, when she was quite dried out again, and a long way into the wood.

“They’re made of canvas, yours’ are,” the Gryphon replied in a very soothing tone; “and so are all the other toes","[264, 16630, 315, 2294, 41698, 11, 994, 1364, 574, 5115, 32720, 704, 1578, 11, 323, 264, 1317, 1648, 1139, 279, 7732, 382, 46690, 3207, 1903, 315, 10247, 11, 18821, 529, 527, 2476, 279, 99548, 52801, 20592, 304, 264, 1633, 65464, 16630, 26, 1054, 438, 779, 527, 682, 279, 1023, 45713]"," a tone of great curiosity.

“Soles and eels, of course,” the Gryphon replied rather impatiently:
“any shrimp could have told you that.”

“If I’d been the whiting,” said Alice, whose thoughts were still
running on","[264, 16630, 315, 2294, 41328, 382, 70214, 645, 323, 384, 2053, 11, 315, 3388, 2476, 279, 99548, 52801, 20592, 4856, 74797, 398, 512, 2118, 3852, 56626, 1436, 617, 3309, 499, 430, 2950, 38684, 358, 7070, 1027, 279, 421, 5977, 2476, 1071, 30505, 11, 6832, 11555, 1051, 2103, 198, 28272, 389]",4,False
" a tone of great curiosity.

“Soles and eels, of course,” the Gryphon replied rather impatiently:
“any shrimp could have told you that.”

“If I’d been the whiting,” said Alice, whose thoughts were still
running on","[264, 16630, 315, 2294, 41328, 382, 70214, 645, 323, 384, 2053, 11, 315, 3388, 2476, 279, 99548, 52801, 20592, 4856, 74797, 398, 512, 2118, 3852, 56626, 1436, 617, 3309, 499, 430, 2950, 38684, 358, 7070, 1027, 279, 421, 5977, 2476, 1071, 30505, 11, 6832, 11555, 1051, 2103, 198, 28272, 389]"," the song, “I’d have said ‘we’re too large, we’re too
wide,’ nothing more.”

“What do YOU suppose it WOULD become next?” said the Gryphon. “It
can’t be any use to you to learn","[279, 5609, 11, 1054, 40, 7070, 617, 1071, 3451, 906, 3207, 2288, 3544, 11, 584, 3207, 2288, 198, 9328, 23189, 4400, 810, 2950, 44130, 656, 15334, 23289, 433, 468, 44006, 3719, 1828, 12671, 1071, 279, 99548, 52801, 13, 1054, 2181, 198, 4919, 1431, 387, 904, 1005, 311, 499, 311, 4048]"," the song, “I’d have said to the porpoise, ‘Keep back,
please: we don’t want _you_ with us!’”

“They were obliged to have him with them,” the Mock Turtle said: “no
wise fish","[279, 5609, 11, 1054, 40, 7070, 617, 1071, 311, 279, 4247, 5481, 1082, 11, 3451, 19999, 1203, 345, 31121, 25, 584, 1541, 1431, 1390, 721, 9514, 62, 449, 603, 72434, 7663, 46690, 1051, 54117, 311, 617, 1461, 449, 1124, 2476, 279, 14905, 67906, 1071, 25, 1054, 2201, 198, 4583, 7795]",9,False
" the song, “I’d have said to the porpoise, ‘Keep back,
please: we don’t want _you_ with us!’”

“They were obliged to have him with them,” the Mock Turtle said: “no
wise fish","[279, 5609, 11, 1054, 40, 7070, 617, 1071, 311, 279, 4247, 5481, 1082, 11, 3451, 19999, 1203, 345, 31121, 25, 584, 1541, 1431, 1390, 721, 9514, 62, 449, 603, 72434, 7663, 46690, 1051, 54117, 311, 617, 1461, 449, 1124, 2476, 279, 14905, 67906, 1071, 25, 1054, 2201, 198, 4583, 7795]"," would go anywhere without a porpoise.”

“_Wouldn’t they?_” said Alice in surprise.

“Of course not,” said the Mock Turtle: “why, if a fish came to _me_,
and told me he was going","[1053, 733, 12660, 2085, 264, 4247, 5481, 1082, 2950, 2118, 62, 29089, 77, 1431, 814, 30, 62, 863, 1071, 30505, 304, 13051, 382, 2118, 2173, 3388, 539, 2476, 1071, 279, 14905, 67906, 25, 1054, 35734, 11, 422, 264, 7795, 3782, 311, 721, 2727, 39486, 438, 3309, 757, 568, 574, 2133]"," would go anywhere without a porpoise.”

“Wouldn’t it really?” said Alice in a tone of great surprise.

“Of course not,” said the Mock Turtle: “why, if a fish came to _me_,
and told me he","[1053, 733, 12660, 2085, 264, 4247, 5481, 1082, 2950, 2118, 29089, 77, 1431, 433, 2216, 12671, 1071, 30505, 304, 264, 16630, 315, 2294, 13051, 382, 2118, 2173, 3388, 539, 2476, 1071, 279, 14905, 67906, 25, 1054, 35734, 11, 422, 264, 7795, 3782, 311, 721, 2727, 39486, 438, 3309, 757, 568]",10,False
" would go anywhere without a porpoise.”

“Wouldn’t it really?” said Alice in a tone of great surprise.

“Of course not,” said the Mock Turtle: “why, if a fish came to _me_,
and told me he","[1053, 733, 12660, 2085, 264, 4247, 5481, 1082, 2950, 2118, 29089, 77, 1431, 433, 2216, 12671, 1071, 30505, 304, 264, 16630, 315, 2294, 13051, 382, 2118, 2173, 3388, 539, 2476, 1071, 279, 14905, 67906, 25, 1054, 35734, 11, 422, 264, 7795, 3782, 311, 721, 2727, 39486, 438, 3309, 757, 568]"," was going on a voyage, I shouldn’t believe a word of it. Why, there are a _great_ many more things in the world than there are words, and the more there are the harder they are to remember, as they all go","[574, 2133, 389, 264, 45640, 11, 358, 13434, 1431, 4510, 264, 3492, 315, 433, 13, 8595, 11, 1070, 527, 264, 721, 47991, 62, 1690, 810, 2574, 304, 279, 1917, 1109, 1070, 527, 4339, 11, 323, 279, 810, 1070, 527, 279, 16127, 814, 527, 311, 6227, 11, 439, 814, 682, 733]"," was going a journey, I should say ‘With what porpoise?’”

“Don’t you mean ‘purpose’?” said Alice.

“I mean what I say,” the Mock Turtle replied in an offended tone. And
the Gryphon added “","[574, 2133, 264, 11879, 11, 358, 1288, 2019, 3451, 2409, 1148, 4247, 5481, 1082, 45258, 7663, 2118, 8161, 1431, 499, 3152, 3451, 77763, 529, 12671, 1071, 30505, 382, 10378, 3152, 1148, 358, 2019, 2476, 279, 14905, 67906, 20592, 304, 459, 54221, 16630, 13, 1628, 198, 1820, 99548, 52801, 3779, 1054]",2,False
